holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,time,month,year,day
True,271.46,0.0,0.0,75,Mist,mist,2012-10-29 02:00:00,270,2,10,2012,Monday
True,294.0,0.0,0.0,75,Thunderstorm,proximity thunderstorm,2018-05-29 20:00:00,2466,20,5,2018,Tuesday
True,303.88,0.0,0.0,5,Clear,sky is clear,2018-08-12 17:00:00,4313,17,8,2018,Sunday
True,279.08,0.0,0.0,90,Clouds,overcast clouds,2017-02-27 14:00:00,5178,14,2,2017,Monday
True,276.66,1.61,0.0,90,Rain,moderate rain,2014-04-27 08:00:00,1485,8,4,2014,Sunday
True,286.38,0.0,0.0,1,Clear,sky is clear,2013-10-10 01:00:00,372,1,10,2013,Thursday
True,283.585,0.0,0.0,0,Clear,Sky is Clear,2016-11-01 11:00:00,4285,11,11,2016,Tuesday
True,274.86,0.0,0.0,75,Mist,mist,2016-04-29 05:00:00,2665,5,4,2016,Friday
True,276.84,0.0,0.0,90,Mist,mist,2017-11-04 13:00:00,4836,13,11,2017,Saturday
True,297.29,0.0,0.0,1,Rain,light rain,2018-06-14 21:00:00,2922,21,6,2018,Thursday
True,297.9,0.0,0.0,40,Clouds,scattered clouds,2017-07-07 00:00:00,826,0,7,2017,Friday
True,282.33,0.0,0.0,57,Drizzle,light intensity drizzle,2012-10-14 10:00:00,3370,10,10,2012,Sunday
True,267.84,0.0,0.0,90,Snow,light snow,2018-02-25 01:00:00,510,1,2,2018,Sunday
True,279.22,0.0,0.0,1,Clear,sky is clear,2018-04-26 01:00:00,358,1,4,2018,Thursday
True,296.48,0.0,0.0,44,Clouds,scattered clouds,2013-06-15 14:00:00,4715,14,6,2013,Saturday
True,290.45,0.0,0.0,0,Clear,Sky is Clear,2013-08-19 02:00:00,307,2,8,2013,Monday
True,299.95,0.0,0.0,75,Clouds,broken clouds,2018-07-18 16:00:00,6606,16,7,2018,Wednesday
True,293.38,0.0,0.0,90,Clouds,overcast clouds,2013-05-18 00:00:00,1173,0,5,2013,Saturday
True,255.93,0.0,0.0,20,Clouds,few clouds,2014-02-14 08:00:00,5516,8,2,2014,Friday
True,276.26,0.0,0.0,90,Clouds,overcast clouds,2012-11-15 01:00:00,325,1,11,2012,Thursday
True,280.04,0.0,0.0,75,Clouds,broken clouds,2014-04-18 23:00:00,1924,23,4,2014,Friday
True,286.4,0.0,0.0,90,Rain,light rain,2013-05-22 18:00:00,4442,18,5,2013,Wednesday
True,288.79,0.0,0.0,90,Clouds,overcast clouds,2018-08-02 10:00:00,4388,10,8,2018,Thursday
True,270.22,0.0,0.0,90,Haze,haze,2017-12-17 19:00:00,2892,19,12,2017,Sunday
True,296.42,0.0,0.0,75,Rain,light rain,2017-08-20 21:00:00,2659,21,8,2017,Sunday
True,275.77,0.0,0.0,90,Clouds,overcast clouds,2012-11-04 01:00:00,730,1,11,2012,Sunday
True,269.87,0.0,0.0,90,Snow,light snow,2018-01-23 01:00:00,245,1,1,2018,Tuesday
True,288.71,0.0,0.0,40,Clouds,scattered clouds,2013-06-03 13:00:00,4761,13,6,2013,Monday
True,266.58,0.0,0.0,40,Clouds,scattered clouds,2015-11-27 11:00:00,3672,11,11,2015,Friday
True,270.21,0.0,0.0,1,Clear,sky is clear,2016-01-03 18:00:00,3278,18,1,2016,Sunday
True,258.49,0.0,0.0,40,Clouds,scattered clouds,2014-02-09 01:00:00,671,1,2,2014,Sunday
True,280.62,0.0,0.0,90,Thunderstorm,proximity thunderstorm,2017-04-19 19:00:00,3189,19,4,2017,Wednesday
True,254.41,0.0,0.0,64,Haze,haze,2013-12-23 09:00:00,4314,9,12,2013,Monday
True,275.16,0.0,0.0,1,Mist,mist,2016-11-16 02:00:00,255,2,11,2016,Wednesday
True,290.15,0.0,0.0,20,Clouds,few clouds,2018-04-26 18:00:00,5068,18,4,2018,Thursday
True,293.66,0.0,0.0,1,Clear,sky is clear,2013-07-02 08:00:00,5704,8,7,2013,Tuesday
True,274.08,0.0,0.0,90,Snow,light snow,2015-12-01 04:00:00,990,4,12,2015,Tuesday
True,296.27,1.0,0.0,32,Rain,light rain,2014-06-17 23:00:00,1180,23,6,2014,Tuesday
True,271.71,0.76,0.0,90,Rain,light rain,2014-03-18 23:00:00,1474,23,3,2014,Tuesday
True,262.75,0.0,0.0,40,Snow,light snow,2016-12-11 23:00:00,930,23,12,2016,Sunday
True,265.17,0.0,0.0,90,Mist,mist,2012-12-11 00:00:00,450,0,12,2012,Tuesday
True,298.86,0.0,0.0,75,Clouds,broken clouds,2018-06-01 18:00:00,4926,18,6,2018,Friday
True,292.08,0.0,0.0,1,Clear,sky is clear,2016-07-05 23:00:00,2091,23,7,2016,Tuesday
True,282.45,0.0,0.0,90,Mist,mist,2012-12-04 07:00:00,7051,7,12,2012,Tuesday
True,259.87,0.0,0.0,1,Clear,sky is clear,2013-11-23 21:00:00,2572,21,11,2013,Saturday
True,278.37,0.0,0.0,90,Clouds,overcast clouds,2016-05-13 20:00:00,3309,20,5,2016,Friday
True,292.282,0.0,0.0,92,Rain,light rain,2016-07-17 01:00:00,835,1,7,2016,Sunday
